"","subject","race","outcome"
"3274",3274,"Not Black","Accepted"
"3275",3275,"Not Black","Accepted"
"3276",3276,"Not Black","Accepted"
"3277",3277,"Not Black","Accepted"
"3278",3278,"Not Black","Accepted"
"3279",3279,"Not Black","Accepted"
"3280",3280,"Not Black","Accepted"
"3281",3281,"Not Black","Accepted"
"3282",3282,"Not Black","Accepted"
"3283",3283,"Not Black","Accepted"
"3284",3284,"Not Black","Accepted"
"3285",3285,"Not Black","Accepted"
"3286",3286,"Not Black","Accepted"
"3287",3287,"Not Black","Accepted"
"3288",3288,"Not Black","Accepted"
"3289",3289,"Not Black","Accepted"
"3290",3290,"Not Black","Accepted"
"3291",3291,"Not Black","Accepted"
"3292",3292,"Not Black","Accepted"
"3293",3293,"Not Black","Accepted"
"3294",3294,"Not Black","Accepted"
"3295",3295,"Not Black","Accepted"
"3296",3296,"Not Black","Accepted"
"3297",3297,"Not Black","Accepted"
"3298",3298,"Not Black","Accepted"
"3299",3299,"Not Black","Accepted"
"3300",3300,"Not Black","Accepted"
"3301",3301,"Not Black","Accepted"
"3302",3302,"Not Black","Accepted"
"3303",3303,"Not Black","Accepted"
"3304",3304,"Not Black","Accepted"
"3305",3305,"Not Black","Accepted"
"3306",3306,"Not Black","Accepted"
"3307",3307,"Not Black","Accepted"
"3308",3308,"Not Black","Accepted"
"3309",3309,"Not Black","Accepted"
"3310",3310,"Not Black","Accepted"
"3311",3311,"Not Black","Accepted"
"3312",3312,"Not Black","Accepted"
"3313",3313,"Not Black","Accepted"
"3314",3314,"Not Black","Accepted"
"3315",3315,"Not Black","Accepted"
"3316",3316,"Not Black","Accepted"
"3317",3317,"Not Black","Accepted"
"3318",3318,"Not Black","Accepted"
"3319",3319,"Not Black","Accepted"
"3320",3320,"Not Black","Accepted"
"3321",3321,"Not Black","Accepted"
"3322",3322,"Not Black","Accepted"
"3323",3323,"Not Black","Accepted"
"3324",3324,"Not Black","Accepted"
"3325",3325,"Not Black","Accepted"
"3326",3326,"Not Black","Accepted"
"3327",3327,"Not Black","Accepted"
"3328",3328,"Not Black","Accepted"
"3329",3329,"Not Black","Accepted"
"3330",3330,"Not Black","Accepted"
"3331",3331,"Not Black","Accepted"
"3332",3332,"Not Black","Accepted"
"3333",3333,"Not Black","Accepted"
"3334",3334,"Not Black","Accepted"
"3335",3335,"Not Black","Accepted"
"3336",3336,"Not Black","Accepted"
"3337",3337,"Not Black","Accepted"
"3338",3338,"Not Black","Accepted"
"3339",3339,"Not Black","Accepted"
"3340",3340,"Not Black","Accepted"
"3341",3341,"Not Black","Accepted"
"3342",3342,"Not Black","Accepted"
"3343",3343,"Not Black","Accepted"
"3344",3344,"Not Black","Accepted"
"3345",3345,"Not Black","Accepted"
"3346",3346,"Not Black","Accepted"
"3347",3347,"Not Black","Accepted"
"3348",3348,"Not Black","Accepted"
"3349",3349,"Not Black","Accepted"
"3350",3350,"Not Black","Accepted"
"3351",3351,"Not Black","Accepted"
"3352",3352,"Not Black","Accepted"
"3353",3353,"Not Black","Accepted"
"3354",3354,"Not Black","Accepted"
"3355",3355,"Not Black","Accepted"
"3356",3356,"Not Black","Accepted"
"3357",3357,"Not Black","Accepted"
"3358",3358,"Not Black","Accepted"
"3359",3359,"Not Black","Accepted"
"3360",3360,"Not Black","Accepted"
"3361",3361,"Not Black","Accepted"
"3362",3362,"Not Black","Accepted"
"3363",3363,"Not Black","Accepted"
"3364",3364,"Not Black","Accepted"
"3365",3365,"Not Black","Accepted"
"3366",3366,"Not Black","Accepted"
"3367",3367,"Not Black","Accepted"
"3368",3368,"Not Black","Accepted"
"3369",3369,"Not Black","Accepted"
"3370",3370,"Not Black","Accepted"
"3371",3371,"Not Black","Accepted"
"3372",3372,"Not Black","Accepted"
"3373",3373,"Not Black","Accepted"
"3374",3374,"Not Black","Accepted"
"3375",3375,"Not Black","Accepted"
"3376",3376,"Not Black","Accepted"
"3377",3377,"Not Black","Accepted"
"3378",3378,"Not Black","Accepted"
"3379",3379,"Not Black","Accepted"
"3380",3380,"Not Black","Accepted"
"3381",3381,"Not Black","Accepted"
"3382",3382,"Not Black","Accepted"
"3383",3383,"Not Black","Accepted"
"3384",3384,"Not Black","Accepted"
"3385",3385,"Not Black","Accepted"
"3386",3386,"Not Black","Accepted"
"3387",3387,"Not Black","Accepted"
"3388",3388,"Not Black","Accepted"
"3389",3389,"Not Black","Accepted"
"3390",3390,"Not Black","Accepted"
"3391",3391,"Not Black","Accepted"
"3392",3392,"Not Black","Accepted"
"3393",3393,"Not Black","Accepted"
"3394",3394,"Not Black","Accepted"
"3395",3395,"Not Black","Accepted"
"3396",3396,"Not Black","Accepted"
"3397",3397,"Not Black","Accepted"
"3398",3398,"Not Black","Accepted"
"3399",3399,"Not Black","Accepted"
"3400",3400,"Not Black","Accepted"
"3401",3401,"Not Black","Accepted"
"3402",3402,"Not Black","Accepted"
"3403",3403,"Not Black","Accepted"
"3404",3404,"Not Black","Accepted"
"3405",3405,"Not Black","Accepted"
"3406",3406,"Not Black","Accepted"
"3407",3407,"Not Black","Accepted"
"3408",3408,"Not Black","Accepted"
"3409",3409,"Not Black","Accepted"
"3410",3410,"Not Black","Accepted"
"3411",3411,"Not Black","Accepted"
"3412",3412,"Not Black","Accepted"
"3413",3413,"Not Black","Accepted"
"3414",3414,"Not Black","Accepted"
"3415",3415,"Not Black","Accepted"
"3416",3416,"Not Black","Accepted"
"3417",3417,"Not Black","Accepted"
"3418",3418,"Not Black","Accepted"
"3419",3419,"Not Black","Accepted"
"3420",3420,"Not Black","Accepted"
"3421",3421,"Not Black","Accepted"
"3422",3422,"Not Black","Accepted"
"3423",3423,"Not Black","Accepted"
"3424",3424,"Not Black","Accepted"
"3425",3425,"Not Black","Accepted"
"3426",3426,"Not Black","Accepted"
"3427",3427,"Not Black","Accepted"
"3428",3428,"Not Black","Accepted"
"3429",3429,"Not Black","Accepted"
"3430",3430,"Not Black","Accepted"
"3431",3431,"Not Black","Accepted"
"3432",3432,"Not Black","Accepted"
"3433",3433,"Not Black","Accepted"
"3434",3434,"Not Black","Accepted"
"3435",3435,"Not Black","Accepted"
"3436",3436,"Not Black","Accepted"
"3437",3437,"Not Black","Accepted"
"3438",3438,"Not Black","Accepted"
"3439",3439,"Not Black","Accepted"
"3440",3440,"Not Black","Accepted"
"3441",3441,"Not Black","Accepted"
"3442",3442,"Not Black","Accepted"
"3443",3443,"Not Black","Accepted"
"3444",3444,"Not Black","Accepted"
"3445",3445,"Not Black","Accepted"
"3446",3446,"Not Black","Accepted"
"3447",3447,"Not Black","Accepted"
"3448",3448,"Not Black","Accepted"
"3449",3449,"Not Black","Accepted"
"3450",3450,"Not Black","Accepted"
"3451",3451,"Not Black","Accepted"
"3452",3452,"Not Black","Accepted"
"3453",3453,"Not Black","Accepted"
"3454",3454,"Not Black","Accepted"
"3455",3455,"Not Black","Accepted"
"3456",3456,"Not Black","Accepted"
"3457",3457,"Not Black","Accepted"
"3458",3458,"Not Black","Accepted"
"3459",3459,"Not Black","Accepted"
"3460",3460,"Not Black","Accepted"
"3461",3461,"Not Black","Accepted"
"3462",3462,"Not Black","Accepted"
"3463",3463,"Not Black","Accepted"
"3464",3464,"Not Black","Accepted"
"3465",3465,"Not Black","Accepted"
"3466",3466,"Not Black","Accepted"
"3467",3467,"Not Black","Accepted"
"3468",3468,"Not Black","Accepted"
"3469",3469,"Not Black","Accepted"
"3470",3470,"Not Black","Accepted"
"3471",3471,"Not Black","Accepted"
"3472",3472,"Not Black","Accepted"
"3473",3473,"Not Black","Accepted"
"3474",3474,"Not Black","Accepted"
"3475",3475,"Not Black","Accepted"
"3476",3476,"Not Black","Accepted"
"3477",3477,"Not Black","Accepted"
"3478",3478,"Not Black","Accepted"
"3479",3479,"Not Black","Accepted"
"3480",3480,"Not Black","Accepted"
"3481",3481,"Not Black","Accepted"
"3482",3482,"Not Black","Accepted"
"3483",3483,"Not Black","Accepted"
"3484",3484,"Not Black","Accepted"
"3485",3485,"Not Black","Accepted"
"3486",3486,"Not Black","Accepted"
"3487",3487,"Not Black","Accepted"
"3488",3488,"Not Black","Accepted"
"3489",3489,"Not Black","Accepted"
"3490",3490,"Not Black","Accepted"
"3491",3491,"Not Black","Accepted"
"3492",3492,"Not Black","Accepted"
"3493",3493,"Not Black","Accepted"
"3494",3494,"Not Black","Accepted"
"3495",3495,"Not Black","Accepted"
"3496",3496,"Not Black","Accepted"
"3497",3497,"Not Black","Accepted"
"3498",3498,"Not Black","Accepted"
"3499",3499,"Not Black","Accepted"
"3500",3500,"Not Black","Accepted"
"3501",3501,"Not Black","Accepted"
"3502",3502,"Not Black","Accepted"
"3503",3503,"Not Black","Accepted"
"3504",3504,"Not Black","Accepted"
"3505",3505,"Not Black","Accepted"
"3506",3506,"Not Black","Accepted"
"3507",3507,"Not Black","Accepted"
"3508",3508,"Not Black","Accepted"
"3509",3509,"Not Black","Accepted"
"3510",3510,"Not Black","Accepted"
"3511",3511,"Not Black","Accepted"
"3512",3512,"Not Black","Accepted"
"3513",3513,"Not Black","Accepted"
"3514",3514,"Not Black","Accepted"
"3515",3515,"Not Black","Accepted"
"3516",3516,"Not Black","Accepted"
"3517",3517,"Not Black","Accepted"
"3518",3518,"Not Black","Accepted"
"3519",3519,"Not Black","Accepted"
"3520",3520,"Not Black","Accepted"
"3521",3521,"Not Black","Accepted"
"3522",3522,"Not Black","Accepted"
"3523",3523,"Not Black","Accepted"
"3524",3524,"Not Black","Accepted"
"3525",3525,"Not Black","Accepted"
"3526",3526,"Not Black","Accepted"
"3527",3527,"Not Black","Accepted"
"3528",3528,"Not Black","Accepted"
"3529",3529,"Not Black","Accepted"
"3530",3530,"Not Black","Accepted"
"3531",3531,"Not Black","Accepted"
"3532",3532,"Not Black","Accepted"
"3533",3533,"Not Black","Accepted"
"3534",3534,"Not Black","Accepted"
"3535",3535,"Not Black","Accepted"
"3536",3536,"Not Black","Accepted"
"3537",3537,"Not Black","Accepted"
"3538",3538,"Not Black","Accepted"
"3539",3539,"Not Black","Accepted"
"3540",3540,"Not Black","Accepted"
"3541",3541,"Not Black","Accepted"
"3542",3542,"Not Black","Accepted"
"3543",3543,"Not Black","Accepted"
"3544",3544,"Not Black","Accepted"
"3545",3545,"Not Black","Accepted"
"3546",3546,"Not Black","Accepted"
"3547",3547,"Not Black","Accepted"
"3548",3548,"Not Black","Accepted"
"3549",3549,"Not Black","Accepted"
"3550",3550,"Not Black","Accepted"
"3551",3551,"Not Black","Accepted"
"3552",3552,"Not Black","Accepted"
"3553",3553,"Not Black","Accepted"
"3554",3554,"Not Black","Accepted"
"3555",3555,"Not Black","Accepted"
"3556",3556,"Not Black","Accepted"
"3557",3557,"Not Black","Accepted"
"3558",3558,"Not Black","Accepted"
"3559",3559,"Not Black","Accepted"
"3560",3560,"Not Black","Accepted"
"3561",3561,"Not Black","Accepted"
"3562",3562,"Not Black","Accepted"
"3563",3563,"Not Black","Accepted"
"3564",3564,"Not Black","Accepted"
"3565",3565,"Not Black","Accepted"
"3566",3566,"Not Black","Accepted"
"3567",3567,"Not Black","Accepted"
"3568",3568,"Not Black","Accepted"
"3569",3569,"Not Black","Accepted"
"3570",3570,"Not Black","Accepted"
"3571",3571,"Not Black","Accepted"
"3572",3572,"Not Black","Accepted"
"3573",3573,"Not Black","Accepted"
"3574",3574,"Not Black","Accepted"
"3575",3575,"Not Black","Accepted"
"3576",3576,"Not Black","Accepted"
"3577",3577,"Not Black","Accepted"
"3578",3578,"Not Black","Accepted"
"3579",3579,"Not Black","Accepted"
"3580",3580,"Not Black","Accepted"
"3581",3581,"Not Black","Accepted"
"3582",3582,"Not Black","Accepted"
"3583",3583,"Not Black","Accepted"
"3584",3584,"Not Black","Accepted"
"3585",3585,"Not Black","Accepted"
"3586",3586,"Not Black","Accepted"
"3587",3587,"Not Black","Accepted"
"3588",3588,"Not Black","Accepted"
"3589",3589,"Not Black","Accepted"
"3590",3590,"Not Black","Accepted"
"3591",3591,"Not Black","Accepted"
"3592",3592,"Not Black","Accepted"
"3593",3593,"Not Black","Accepted"
"3594",3594,"Not Black","Accepted"
"3595",3595,"Not Black","Accepted"
"3596",3596,"Not Black","Accepted"
"3597",3597,"Not Black","Accepted"
"3598",3598,"Not Black","Accepted"
"3599",3599,"Not Black","Accepted"
"3600",3600,"Not Black","Accepted"
"3601",3601,"Not Black","Accepted"
"3602",3602,"Not Black","Accepted"
"3603",3603,"Not Black","Accepted"
"3604",3604,"Not Black","Accepted"
"3605",3605,"Not Black","Accepted"
"3606",3606,"Not Black","Accepted"
"3607",3607,"Not Black","Accepted"
"3608",3608,"Not Black","Accepted"
"3609",3609,"Not Black","Accepted"
"3610",3610,"Not Black","Accepted"
"3611",3611,"Not Black","Accepted"
"3612",3612,"Not Black","Accepted"
"3613",3613,"Not Black","Accepted"
"3614",3614,"Not Black","Accepted"
"3615",3615,"Not Black","Accepted"
"3616",3616,"Not Black","Accepted"
"3617",3617,"Not Black","Accepted"
"3618",3618,"Not Black","Accepted"
"3619",3619,"Not Black","Accepted"
"3620",3620,"Not Black","Accepted"
"3621",3621,"Not Black","Accepted"
"3622",3622,"Not Black","Accepted"
"3623",3623,"Not Black","Accepted"
"3624",3624,"Not Black","Accepted"
"3625",3625,"Not Black","Accepted"
"3626",3626,"Not Black","Accepted"
"3627",3627,"Not Black","Accepted"
"3628",3628,"Not Black","Accepted"
"3629",3629,"Not Black","Accepted"
"3630",3630,"Not Black","Accepted"
"3631",3631,"Not Black","Accepted"
"3632",3632,"Not Black","Accepted"
"3633",3633,"Not Black","Accepted"
"3634",3634,"Not Black","Accepted"
"3635",3635,"Not Black","Accepted"
"3636",3636,"Not Black","Accepted"
"3637",3637,"Not Black","Accepted"
"3638",3638,"Not Black","Accepted"
"3639",3639,"Not Black","Accepted"
"3640",3640,"Not Black","Accepted"
"3641",3641,"Not Black","Accepted"
"3642",3642,"Not Black","Accepted"
"3643",3643,"Not Black","Accepted"
"3644",3644,"Not Black","Accepted"
"3645",3645,"Not Black","Accepted"
"3646",3646,"Not Black","Accepted"
"3647",3647,"Not Black","Accepted"
"3648",3648,"Not Black","Accepted"
"3649",3649,"Not Black","Accepted"
"3650",3650,"Not Black","Accepted"
"3651",3651,"Not Black","Accepted"
"3652",3652,"Not Black","Accepted"
"3653",3653,"Not Black","Accepted"
"3654",3654,"Not Black","Accepted"
"3655",3655,"Not Black","Accepted"
"3656",3656,"Not Black","Accepted"
"3657",3657,"Not Black","Accepted"
"3658",3658,"Not Black","Accepted"
"3659",3659,"Not Black","Accepted"
"3660",3660,"Not Black","Accepted"
"3661",3661,"Not Black","Accepted"
"3662",3662,"Not Black","Accepted"
"3663",3663,"Not Black","Accepted"
"3664",3664,"Not Black","Accepted"
"3665",3665,"Not Black","Accepted"
"3666",3666,"Not Black","Accepted"
"3667",3667,"Not Black","Accepted"
"3668",3668,"Not Black","Accepted"
"3669",3669,"Not Black","Accepted"
"3670",3670,"Not Black","Accepted"
"3671",3671,"Not Black","Accepted"
"3672",3672,"Not Black","Accepted"
"3673",3673,"Not Black","Accepted"
"3674",3674,"Not Black","Accepted"
"3675",3675,"Not Black","Accepted"
"3676",3676,"Not Black","Accepted"
"3677",3677,"Not Black","Accepted"
"3678",3678,"Not Black","Accepted"
"3679",3679,"Not Black","Accepted"
"3680",3680,"Not Black","Accepted"
"3681",3681,"Not Black","Accepted"
"3682",3682,"Not Black","Accepted"
"3683",3683,"Not Black","Accepted"
"3684",3684,"Not Black","Accepted"
"3685",3685,"Not Black","Accepted"
"3686",3686,"Not Black","Accepted"
"3687",3687,"Not Black","Accepted"
"3688",3688,"Not Black","Accepted"
"3689",3689,"Not Black","Accepted"
"3690",3690,"Not Black","Accepted"
"3691",3691,"Not Black","Accepted"
"3692",3692,"Not Black","Accepted"
"3693",3693,"Not Black","Accepted"
"3694",3694,"Not Black","Accepted"
"3695",3695,"Not Black","Accepted"
"3696",3696,"Not Black","Accepted"
"3697",3697,"Not Black","Accepted"
"3698",3698,"Not Black","Accepted"
"3699",3699,"Not Black","Accepted"
"3700",3700,"Not Black","Accepted"
"3701",3701,"Not Black","Accepted"
"3702",3702,"Not Black","Accepted"
"3703",3703,"Not Black","Accepted"
"3704",3704,"Not Black","Accepted"
"3705",3705,"Not Black","Accepted"
"3706",3706,"Not Black","Accepted"
"3707",3707,"Not Black","Accepted"
"3708",3708,"Not Black","Accepted"
"3709",3709,"Not Black","Accepted"
"3710",3710,"Not Black","Accepted"
"3711",3711,"Not Black","Accepted"
"3712",3712,"Not Black","Accepted"
"3713",3713,"Not Black","Accepted"
"3714",3714,"Not Black","Accepted"
"3715",3715,"Not Black","Accepted"
"3716",3716,"Not Black","Accepted"
"3717",3717,"Not Black","Accepted"
"3718",3718,"Not Black","Accepted"
"3719",3719,"Not Black","Accepted"
"3720",3720,"Not Black","Accepted"
"3721",3721,"Not Black","Accepted"
"3722",3722,"Not Black","Accepted"
"3723",3723,"Not Black","Accepted"
"3724",3724,"Not Black","Accepted"
"3725",3725,"Not Black","Accepted"
"3726",3726,"Not Black","Accepted"
"3727",3727,"Not Black","Accepted"
"3728",3728,"Not Black","Accepted"
"3729",3729,"Not Black","Accepted"
"3730",3730,"Not Black","Accepted"
"3731",3731,"Not Black","Accepted"
"3732",3732,"Not Black","Accepted"
"3733",3733,"Not Black","Accepted"
"3734",3734,"Not Black","Accepted"
"3735",3735,"Not Black","Accepted"
"3736",3736,"Not Black","Accepted"
"3737",3737,"Not Black","Accepted"
"3738",3738,"Not Black","Accepted"
"3739",3739,"Not Black","Accepted"
"3740",3740,"Not Black","Accepted"
"3741",3741,"Not Black","Accepted"
"3742",3742,"Not Black","Accepted"
"3743",3743,"Not Black","Accepted"
"3744",3744,"Not Black","Accepted"
"3745",3745,"Not Black","Accepted"
"3746",3746,"Not Black","Accepted"
"3747",3747,"Not Black","Accepted"
"3748",3748,"Not Black","Accepted"
"3749",3749,"Not Black","Accepted"
"3750",3750,"Not Black","Accepted"
"3751",3751,"Not Black","Accepted"
"3752",3752,"Not Black","Accepted"
"3753",3753,"Not Black","Accepted"
"3754",3754,"Not Black","Accepted"
"3755",3755,"Not Black","Accepted"
"3756",3756,"Not Black","Accepted"
"3757",3757,"Not Black","Accepted"
"3758",3758,"Not Black","Accepted"
"3759",3759,"Not Black","Accepted"
"3760",3760,"Not Black","Accepted"
"3761",3761,"Not Black","Accepted"
"3762",3762,"Not Black","Accepted"
"3763",3763,"Not Black","Accepted"
"3764",3764,"Not Black","Accepted"
"3765",3765,"Not Black","Accepted"
"3766",3766,"Not Black","Accepted"
"3767",3767,"Not Black","Accepted"
"3768",3768,"Not Black","Accepted"
"3769",3769,"Not Black","Accepted"
"3770",3770,"Not Black","Accepted"
"3771",3771,"Not Black","Accepted"
"3772",3772,"Not Black","Accepted"
"3773",3773,"Not Black","Accepted"
"3774",3774,"Not Black","Accepted"
"3775",3775,"Not Black","Accepted"
"3776",3776,"Not Black","Accepted"
"3777",3777,"Not Black","Accepted"
"3778",3778,"Not Black","Accepted"
"3779",3779,"Not Black","Accepted"
"3780",3780,"Not Black","Accepted"
"3781",3781,"Not Black","Accepted"
"3782",3782,"Not Black","Accepted"
"3783",3783,"Not Black","Accepted"
"3784",3784,"Not Black","Accepted"
"3785",3785,"Not Black","Accepted"
"3786",3786,"Not Black","Accepted"
"3787",3787,"Not Black","Accepted"
"3788",3788,"Not Black","Accepted"
"3789",3789,"Not Black","Accepted"
"3790",3790,"Not Black","Accepted"
"3791",3791,"Not Black","Accepted"
"3792",3792,"Not Black","Accepted"
"3793",3793,"Not Black","Accepted"
"3794",3794,"Not Black","Accepted"
"3795",3795,"Not Black","Accepted"
"3796",3796,"Not Black","Accepted"
"3797",3797,"Not Black","Accepted"
"3798",3798,"Not Black","Accepted"
"3799",3799,"Not Black","Accepted"
"3800",3800,"Not Black","Accepted"
"3801",3801,"Not Black","Accepted"
"3802",3802,"Not Black","Accepted"
"3803",3803,"Not Black","Accepted"
"3804",3804,"Not Black","Accepted"
"3805",3805,"Not Black","Accepted"
"3806",3806,"Not Black","Accepted"
"3807",3807,"Not Black","Accepted"
"3808",3808,"Not Black","Accepted"
"3809",3809,"Not Black","Accepted"
"3810",3810,"Not Black","Accepted"
"3811",3811,"Not Black","Accepted"
"3812",3812,"Not Black","Accepted"
"3813",3813,"Not Black","Accepted"
"3814",3814,"Not Black","Accepted"
"3815",3815,"Not Black","Accepted"
"3816",3816,"Not Black","Accepted"
"3817",3817,"Not Black","Accepted"
"3818",3818,"Not Black","Accepted"
"3819",3819,"Not Black","Accepted"
"3820",3820,"Not Black","Accepted"
"3821",3821,"Not Black","Accepted"
"3822",3822,"Not Black","Accepted"
"3823",3823,"Not Black","Accepted"
"3824",3824,"Not Black","Accepted"
"3825",3825,"Not Black","Accepted"
"3826",3826,"Not Black","Accepted"
"3827",3827,"Not Black","Accepted"
"3828",3828,"Not Black","Accepted"
"3829",3829,"Not Black","Accepted"
"3830",3830,"Not Black","Accepted"
